,Nome Unidade Orçamentária,Valor Empenhado (R$),Valor Liquidado (R$),Valor Pago (R$)
456,COMANDO DA AERONAUTICA,"164427,5200","668551,6000","616033,3700"
457,DEPARTAMENTO DE POLICIA FEDERAL,"50131,5900","151537,4000","204027,3800"
459,COMANDO DO EXERCITO,"412987,9500","605109,6300","560438,6100"
460,COMANDO DO EXERCITO,"213495,9100","213495,9100","208995,9100"
461,"INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO","73800,0000","39389,5000","38189,5000"
463,FUND. INST.BRASIL. DE GEOGRAFIA E ESTATISTICA,"-1686,1200","15223,1100","15055,3900"
464,"INST.FED.DE EDUC.,CIENC.E TEC.DA BAHIA","31150,1500","26679,6200","11699,6200"
467,AGENCIA NACIONAL DE ENERGIA ELETRICA - ANEEL,"-56578,4700","3497,1300","3497,1300"
469,EMPRESA BRASIL.DE SERV.HOSPITALARES - EBSERH,"0,0000","23686775,5400","11896012,7000"
471,"INST.FED.DE EDUC.,CIENC.E TEC.DE SAO PAULO","-16,7600","-16,7600","-16,7600"
472,AGENCIA NACIONAL DE MINERACAO,"-5,9400","61,1600","61,1600"
473,SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL,"0,0000","149088,6500","149088,6500"
475,FUND. INST.BRASIL. DE GEOGRAFIA E ESTATISTICA,"35565,9500","35404,7500","35404,7500"
478,"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES","0,0000","315850,3800","554004,8100"
479,FUNDACAO UNIVERSIDADE FEDERAL DE SAO CARLOS,"-52586,3000","25672,2700","103578,5500"
480,COMANDO DO EXERCITO,"0,0000","0,0000","896,8000"
481,MINISTÉRIO DA EDUCAÇÃO,"5061054,4200","2865258,3700","3495446,3200"
482,FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR,"0,0000","16298,7800","16298,7800"
483,COMPLEXO HOSPITALAR E DE SAUDE DA UFBA,"-57258,0600","11394,1000","11394,1000"
484,UNIVERSIDADE FEDERAL DO CEARA,"0,0000","13861,6200","43563,3400"
485,FUNDACAO UNIVERSIDADE DE BRASILIA,"-356015,0000","2489242,7800","2493287,7800"
486,"INST.FED.DE EDUC.,CIENC.E TEC.GOIANO","37147,3200","19874,1300","7405,7300"
487,FUNDACAO NACIONAL DO INDIO,"-1704,0000","14297,2900","28594,5800"
489,"INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS","71368,8400","129117,9000","129117,9000"
491,COMANDO DO EXERCITO,"0,0000","1300,5500","2601,1000"
493,FUNDO NACIONAL DE SAUDE,"0,0000","1632080,0000","1632080,0000"
494,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,"1609200,0000","708050,0000","696350,0000"
495,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,"8109,1600","8109,1600","8109,1600"
498,SERVICO FLORESTAL BRASILEIRO,"0,0000","25158,3000","35402,2000"
508,"INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA","450,0000","157,0800","157,0800"
511,FUNDACAO UNIVERSIDADE FED. DA GRANDE DOURADOS,"0,0000","173600,0000","117586,4000"
512,FUND. INST.BRASIL. DE GEOGRAFIA E ESTATISTICA,"5068,0000","1732,8200","1657,8200"
513,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"440,0000","1246,2000","830,8000"
514,MINISTERIO DA ECONOMIA,"0,0000","2247,0000","2247,0000"
517,CAIXA DE CONST.DE CASAS DO PESSOAL DA MARINHA,"0,0000","524,7000","55173,3000"
518,"INST.FED.DE ED.,CIENC.E TEC.DO S.PERNAMBUCANO","427,0000","128680,0600","182137,8200"
520,FUNDO NAVAL,"0,0000","29263,8100","3249,5000"
521,AGENCIA NAC. DE TRANSPORTES TERRESTRES ± ANTT,"538997,2100","5698545,8000","5698545,8000"
525,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"-87,2400","1978,0100","1786,6000"
526,FUNDACAO OSWALDO CRUZ,"1062,0000","1062,0000","1062,0000"
528,"INST.FED.DE EDUC.,CIENC.E TEC.DA PARAIBA","-139697,8800","115087,4400","98807,6100"
529,DEPTO.NAC.DE INFRA±ESTRUT.DE TRANSPORTES-DNIT,"54677,4900","47383,7800","45983,7800"
530,FUNDO DE AMPARO AO TRABALHADOR,"2705,7800","2705,7800","2705,7800"
532,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"-850,2600","66,1400","66,1400"
533,AGENCIA NACIONAL DO PETROLEO - ANP,"17289,6200","145396,0400","166515,0400"
534,"INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO","-4404,6400","169,8600","169,8600"
535,FUNDO DO EXERCITO,"108103,1700","168750,2600","269648,6200"
536,FUNDO NACIONAL DE SAUDE,"0,0000","34054,1500","33745,9900"
537,AGENCIA NACIONAL DO PETROLEO - ANP,"2553926,8900","273281,9600","629245,4400"
538,FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI,"252255,2200","4466,5300","4466,5300"
542,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,"0,0000","204790,2500","204790,2500"
543,"INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA","13931,0700","6137,5600","8991,6400"
544,"INST.FED.DE EDUC.,CIENC.E TEC.DO R.DE JANEIRO","33433,9800","33433,9800","31664,4300"
545,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,"121638,9600","121638,9600","121638,9600"
546,INSTITUTO NACIONAL DO SEGURO SOCIAL,"0,0000","0,0000","209560,1700"
547,"INST.FED.DE EDUC.,CIENC.E TEC.DA BAHIA","0,0000","0,0000","5856,3600"
549,"INST.FED.DE EDUC.,CIENC.E TEC.DE RORAIMA","0,0000","1290,9000","786,8900"
550,COMANDO DO EXERCITO,"-202,0300","1786,1900","1786,1900"
551,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"2820,4800","2390,4800","3271,6600"
552,FUNDACAO NACIONAL DO INDIO,"438,1900","869,4000","869,4000"
553,FUND. INST.BRASIL. DE GEOGRAFIA E ESTATISTICA,"-1,1000","519,0600","519,0600"
554,COMANDO DO EXERCITO,"0,0000","428,4000","428,4000"
555,"INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG","0,0000","0,0000","31797,0000"
556,FUNDO NACIONAL DE ASSISTENCIA SOCIAL,"0,0000","6041,5100","9228,4200"
558,MINISTERIO DA ECONOMIA,"103624,0000","79756,8300","79756,8300"
560,AGENCIA ESPACIAL BRASILEIRA - AEB,"-49566,3000","17799,2500","21635,4500"
562,FUNDO DE AMPARO AO TRABALHADOR,"-49013252,4600","58506450,0000","58506450,0000"
564,AGENCIA NAC. DE TRANSPORTES TERRESTRES ± ANTT,"-51183,0900","24101,7200","23039,4500"
565,FUNDO DO EXERCITO,"0,0000","3637,7700","3637,7700"
566,"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CATARINA","-134750,0000","1779733,0000","1309703,0000"
567,"INST.FED.DE EDUC.,CIENC.E TEC.DO PARA","92998,6400","50679,8000","41028,5300"
569,"INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO","0,0000","283,4100","283,4100"
570,FUNDACAO UNIVERSIDADE FEDERAL DE TOCANTINS,"7413,6400","243793,0000","398673,0000"
571,FUNDO AERONAUTICO,"2590250,6800","2059365,0800","2634348,9300"
572,COMANDO DO EXERCITO,"0,0000","11700,0000","11700,0000"
573,COMANDO DO EXERCITO,"-0,7900","3016,0000","12430,2600"
574,FUNDAÇÃO NACIONAL DE ARTES,"-82839,9000","1368,1000","1368,1000"
576,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,"-396,7400","-396,7400","-396,7400"
577,HOSPITAL DE CLINICAS DE PORTO ALEGRE,"8626620,4200","2878294,7500","239488,7900"
579,SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL,"-349,3800","183,0200","183,0200"
580,"INST.FED.DE EDUC.,CIENC.E TEC.GOIANO","0,0000","4104873,6100","2869,6000"
581,FUNDO NAVAL,"0,0000","327,0000","327,0000"
582,COMANDO DO EXERCITO,"0,0000","3247,6000","3247,6000"
583,FUNDACAO NACIONAL DO INDIO,"0,0000","0,0000","1103,2700"
589,FUNDO DO EXERCITO,"-775,4700","-755,5500","-755,5500"
590,COMPANHIA DE DESENV. DO VALE DO SAO FRANCISCO,"0,0000","0,0000","1998,0000"
593,COMANDO DO EXERCITO,"0,0000","2218,0000","2218,0000"
594,COMANDO DA MARINHA,"46372,7800","4403,8800","7667,8800"
598,DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL,"10940,8500","68533,5200","68533,5200"
599,"INST.FED.DE EDUC.,CIENC.E TEC.BAIANO","67,8500","31,9300","31,9300"
601,MINISTERIO DA CIDADANIA,"0,0000","2441,1200","2441,1200"
602,FUND. UNIVERSIDADE FEDERAL VALE SAO FRANCISCO,"9801,7300","9801,7300","9801,7300"
603,MINISTERIO DA ECONOMIA,"0,0000","40000,0000","71350,0000"
604,MINISTERIO DOS DIREITOS HUMANOS - MDH,"-218,3400","11381,6600","11381,6600"
606,AMAZONIA AZUL TECNOLOGIAS DE DEFESA S.A.,"340000,0000","0,0000","337306,4600"
608,"INST.FED.DE EDUC.,CIENC.E TEC.BAIANO","1200,0000","600,0000","9729,9200"
610,COMANDO DO EXERCITO,"0,0000","42344,8000","42344,8000"
612,FUNDO DO EXERCITO,"0,0000","324,4000","324,4000"
613,COMANDO DO EXERCITO,"0,0000","0,0000","1670,5000"
618,FUNDACAO ALEXANDRE DE GUSMAO,"-2220,7500","2343,3000","2343,3000"
619,FUND. INST.BRASIL. DE GEOGRAFIA E ESTATISTICA,"36032,0300","1881140,0000","3443539,3500"
622,FUNDACAO NACIONAL DO INDIO,"-48200,9100","235553,6500","235553,6500"
623,"INST.FED.DE EDUC.,CIENC.E TEC.DO RN","1625,5000","27740,6800","19840,6800"
624,FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,"-97113,6000","61259,7600","61919,0100"
626,FUNDO DO EXERCITO,"0,0000","183,0300","183,0300"
629,COMANDO DO EXERCITO,"1379,0300","1379,0300","1379,0300"
630,FUNDO NAVAL,"0,0000","22327,0200","22327,0200"
631,EMPRESA DE PESQUISA ENERGETICA - EPE,"47921,9400","47921,9400","39934,9500"
632,COMISSAO NACIONAL DE ENERGIA NUCLEAR - CNEN,"5027,9300","24040,2000","24040,2000"
636,FUNDACAO UNIVERSIDADE FED.DE MATO GROS.DO SUL,"0,0000","13698,4000","13757,7600"
637,FUNDACAO UNIVERSIDADE DE BRASILIA,"11734418,2900","2778437,5900","2569261,9400"
639,COMPLEXO HOSPITALAR E DE SAUDE DA UFBA,"0,0000","19,7600","39,5200"
642,FUNDO NACIONAL DE SAUDE,"-444,6000","2355,4000","2355,4000"
643,UNIVERSIDADE FEDERAL DE PERNAMBUCO,"5512000,0000","28660,8800","57165,9900"
644,"INST.FED.DE EDUC.,CIENC.E TEC.BAIANO","0,0000","155298,3200","79202,1400"
645,AGENCIA NACIONAL DE MINERACAO,"16936,3100","75671,1800","56092,8900"
648,FUNDACAO UNIVERSIDADE FEDERAL DE OURO PRETO,"542110,5900","863831,3700","2750935,4700"
650,FUNDO DO EXERCITO,"35504,5400","21412,5800","21412,5800"
651,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,"828104,0700","57350,6400","56980,4300"
652,"INST.FED.DE EDUC.,CIENC.E TEC.FLUMINENSE","449,6000","449,6000","449,6000"
653,FUNDACAO UNIVERSIDADE FEDERAL DE SAO CARLOS,"0,0000","9960,0000","10200,0000"
654,HOSP.DAS CLINICAS DA UNIV.FED.DE UBERLANDIA,"-4863,2500","0,0000","1318,5000"
655,MINISTERIO DAS RELACOES EXTERIORES,"22975,6500","23310,0000","23385,1500"
657,UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,"-46375,6000","315715,0900","330373,0700"
658,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,"-3854,1800","356,0000","358,0300"
659,FUNDACAO ESCOLA DE ADMINISTRACAO PUBLICA-ENAP,"947930,0000","224834,5200","285977,3200"
660,INEP-INST.NAC.DE ESTUDOS E PESQ.EDUCACIONAIS,"-45,8000","17976,2000","17976,2000"
661,FUNDACAO UNIVERSIDADE DE BRASILIA,"-326690,8500","6289,0000","6289,0000"
662,FUNDO NACIONAL DE SAUDE,"1,6500","1335,3800","1335,3800"
664,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,"0,0000","0,0000","2044,5000"
665,FUNDO DO EXERCITO,"0,0000","1195,8200","1195,8200"
666,UNIVERSIDADE FEDERAL DA BAHIA,"-370000,0000","1061026,8900","1389094,9300"
667,INST. DO PATRIM. HIST. E ARTÍSTICO NACIONAL,"-119,2700","201,3100","201,3100"
669,HOSPITAL UNIVERSITARIO GAFFREE E GUINLE,"0,0000","52766,6000","52431,7100"
671,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,"10459,1000","10511,1000","5357,7000"
674,"INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA","0,0000","1722,0000","1722,0000"
676,AGENCIA NAC. DE TRANSPORTES TERRESTRES ± ANTT,"3359,0000","5232,4000","5232,4000"
677,AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC,"17330,6000","69101,6700","118277,6700"
678,FUNDO DO EXERCITO,"0,0000","999,4000","58,4600"
679,EMPRESA BRASIL.DE SERV.HOSPITALARES - EBSERH,"155949,7400","61805,6900","46574,9300"
680,FUNDO DO EXERCITO,"30318,0800","7872,7200","17650,5200"
682,FUNDACAO UNIVERSIDADE FEDERAL DE TOCANTINS,"0,0000","305600,0000","297200,0000"
683,UNIVERSIDADE FEDERAL DE CATALAO,"53712,7500","53712,7500","53712,7500"
684,INST.BRAS.DO MEIO AMB.E REC.NAT.RENOVAVEIS,"0,0000","381,0000","381,0000"
686,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"-1,0000","13169,3900","23225,3500"
688,FUNDO NACIONAL DE SAUDE,"177,5600","177,5600","177,5600"
691,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"56600,8300","56600,8300","56600,8300"
692,COMANDO DO EXERCITO,"0,0000","256,0000","256,0000"
693,UNIVERSIDADE FEDERAL FLUMINENSE,"940630,8400","317968,5200","426785,3300"
695,FUNDO DO EXERCITO,"0,0000","8580,8800","10199,2300"
697,COMISSAO NACIONAL DE ENERGIA NUCLEAR - CNEN,"-477,5000","122,5000","122,5000"
698,"INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO","-6330,2500","4116,6800","4116,6800"
699,COMANDO DO EXERCITO,"0,0000","363,7100","725,6300"
700,DEPARTAMENTO DE POLICIA FEDERAL,"0,0000","16531,2400","20716,8400"
702,"INST.FED.DE ED.,CIENC.E TEC.DO S.PERNAMBUCANO","2282344,0400","0,0000","168521,9800"
704,COMISSAO NACIONAL DE ENERGIA NUCLEAR - CNEN,"-3319,3700","67,6800","67,6800"
705,SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL,"-105,9100","2808,3700","2808,3700"
706,COMANDO DO EXERCITO,"0,0000","790300,0000","790300,0000"
708,COMANDO DA AERONAUTICA,"-1066,9500","4841,0000","4841,0000"
709,DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL,"-223425,3500","4634,5200","4634,5200"
711,AGENCIA BRASILEIRA DE INTELIGENCIA - ABIN,"0,0000","2714,2500","2714,2500"
712,"INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO","7845,6900","0,0000","26192,9200"
714,INSTITUTO NACIONAL DO SEGURO SOCIAL,"0,0000","0,0000","10673,2900"
717,FUNDO NACIONAL DE SAUDE,"350000,0000","153330,1700","153330,1700"
719,FUNDO DE DESENV.DO ENS.PROFISSIONAL MARITIMO,"34,9200","7727,4800","8760,0800"
720,DEPARTAMENTO NAC. DE OBRAS CONTRA AS SECAS,"0,0000","351920,2300","351920,2300"
721,FUNDACAO NACIONAL DO INDIO,"-4708,9400","12963,1400","23379,9000"
724,"INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO","8400,0000","5600,0000","5600,0000"
725,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,"172409,6000","172409,6000","111893,7200"
726,DEPARTAMENTO DE POLICIA FEDERAL,"-7837,3900","30654,0200","30654,0200"
727,MINISTERIO DAS RELACOES EXTERIORES,"18133,0800","18364,8900","18364,8900"
728,COMANDO DA MARINHA,"44266,4900","7716,0800","55535,5400"
729,COMPLEXO HOSPITALAR E DE SAUDE DA UFRN,"-43589,6700","21325,1000","21186,0000"
730,DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL,"-6483,1000","4035,6000","4035,6000"
733,FUNDO DO EXERCITO,"47096,2900","36505,5200","36505,5200"
734,AGENCIA NACIONAL DE ENERGIA ELETRICA - ANEEL,"0,0000","2200,0000","2200,0000"
736,EMPRESA BRASIL.DE SERV.HOSPITALARES - EBSERH,"23055,4000","34797,7600","28272,1200"
738,COMANDO DO EXERCITO,"17000,0000","69171,2900","87187,2800"
739,MINISTERIO DAS RELACOES EXTERIORES,"96,3900","772,9200","772,9200"
740,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,"0,0000","54430,3800","54430,3800"
741,UNIVERSIDADE FEDERAL DE SANTA MARIA,"0,0000","30830,0000","42249,0000"
742,UNIV.FED.DO SUL E SUDESTE DO PARA - UNIFESSPA,"99839,6700","278070,3700","536465,7500"
743,FUNDO DO EXERCITO,"38935,5200","638,9100","10298,9100"
744,MINISTERIO DA DEFESA,"-95,7000","131764,9000","124154,8000"
747,INEP-INST.NAC.DE ESTUDOS E PESQ.EDUCACIONAIS,"0,0000","7200,0000","7200,0000"
748,AGENCIA NACIONAL DE MINERACAO,"122,6000","122,6000","122,6000"
749,FUNDO DO EXERCITO,"15503,2600","12305,9100","12305,9100"
750,FUNDO NAVAL,"-359814,8200","3885,1800","505186,4400"
753,FUNDO NACIONAL DE AVIACAO CIVIL - FNAC,"0,0000","1526045,8600","1526045,8600"
756,DEPARTAMENTO DE POLICIA FEDERAL,"0,0000","442,1400","442,1400"
758,MINISTERIO DOS DIREITOS HUMANOS - MDH,"-3,0000","3857,1400","5798,0900"
759,UNIVERSIDADE FEDERAL DE RONDONOPOLIS,"0,0000","8421,1100","8421,1100"
762,UNIVERSIDADE FEDERAL DE GOIAS,"140692,0800","19048,5100","31497,2200"
764,COMANDO DO EXERCITO,"-125,6600","46,7400","46,7400"
767,COMANDO DO EXERCITO,"0,0000","1510,0000","3910,0000"
768,DEPTO.NAC.DE INFRA±ESTRUT.DE TRANSPORTES-DNIT,"37481700,6300","40599912,5600","40248452,0500"
769,FUNDO DO EXERCITO,"986,4800","17867,5000","22232,3700"
770,COMANDO DO EXERCITO,"-4921,3300","8506,7600","4253,3800"
773,HOSP.DAS CLINICAS DA UNIV.FED.DE UBERLANDIA,"1599298,0500","3264757,7600","4779389,2900"
775,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"0,0000","45995,4900","65013,9600"
777,COMANDO DO EXERCITO,"-1186,3000","25678,9700","38244,1600"
778,"INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS","0,0000","5309,5500","7632,5100"
779,INDUSTRIA DE MATERIAL BELICO DO BRASIL-IMBEL,"0,0000","4730,0000","4730,0000"
781,FUNDO NACIONAL DE SAUDE,"54750954,0000","49526455,0000","49526455,0000"
782,FUNDO NACIONAL DE SAUDE,"6000,0000","6000,0000","3000,0000"
783,COMANDO DA AERONAUTICA,"0,0000","2850,0000","1425,0000"
784,DEPARTAMENTO DE POLICIA FEDERAL,"-8365,6400","2179,1200","2179,1200"
785,FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI,"-41298,7300","16853,4600","28011,6800"
787,COMPANHIA NACIONAL DE ABASTECIMENTO,"5324,0000","5324,0000","10648,0000"
789,FUNDO DO EXERCITO,"0,0000","7784,0000","7784,0000"
790,MINISTÉRIO DA EDUCAÇÃO,"-177270,6900","83600,0000","157300,0000"
792,SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL,"19158,8000","1723,5000","1723,5000"
793,"INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS","0,0000","0,0000","79,4800"
794,FUNDO DO EXERCITO,"-5777,0000","7623,0000","7623,0000"
795,"INST.FED.DE EDUC.,CIENC.E TEC.FARROUPILHA","0,0000","187,7700","187,7700"
797,INSTITUTO NACIONAL DO SEGURO SOCIAL,"1476,1100","1476,1100","1476,1100"
798,COMANDO DO EXERCITO,"159848,5300","14051,2000","8453,0000"
799,DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL,"28664,0000","37716,9900","37716,9900"
800,COMANDO DO EXERCITO,"-9,7800","18699,8100","18699,8100"
801,INST. NACIONAL DE COLONIZ. E REFORMA AGRARIA,"-12864,6400","67,6800","67,6800"
803,INST. NACIONAL DE COLONIZ. E REFORMA AGRARIA,"0,0000","935,0000","935,0000"
804,FUNDO NACIONAL DE SAUDE,"-1858,5300","31334,2600","31334,2600"
807,UNIVERSIDADE FEDERAL DE MINAS GERAIS,"2030000,0000","1494607,8800","1520217,1600"
808,COMPANHIA NACIONAL DE ABASTECIMENTO,"-102,8800","-205,7600","-95,9900"
810,FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR,"19685,0200","1540,0200","25520,0000"
811,COMANDO DO EXERCITO,"0,0000","4998,6800","7060,8500"
812,"INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG","240942,3400","240942,3400","250076,7400"
813,FUNDO DO EXERCITO,"28080,6500","66081,3400","69340,4200"
814,MINISTERIO DOS DIREITOS HUMANOS - MDH,"0,0000","618941,0000","618941,0000"
815,MINISTERIO DA ECONOMIA,"0,0000","1160,9400","1160,9400"
816,INST. DO PATRIM. HIST. E ARTÍSTICO NACIONAL,"-6000,0000","1836,8900","3673,7800"
817,INSTITUTO NACIONAL DO SEGURO SOCIAL,"-0,1800","0,0000","73516,6200"
818,COMANDO DO EXERCITO,"936539,4100","981304,3700","989451,7100"
819,"INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG","73992,9200","87523,2800","88658,2800"
820,COMANDO DO EXERCITO,"10609,0500","7318,7500","6713,9000"
821,SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL,"18004,3800","645,7800","645,7800"
823,FUNDACAO UNIVERSIDADE FEDERAL DE S.J.DEL-REI,"-29796,4600","28800,4000","28028,2100"
825,HOSPITAL UNIVERSITARIO VALTER CANTIDIO,"-2631,6500","4439,4000","1520,6100"
826,UNIVERSIDADE FEDERAL DE SANTA MARIA,"-2870004,4700","0,0000","5000,0000"
828,FUNDO NAVAL,"0,0000","2814,4000","200,0000"
829,"INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS","0,0000","7100,0000","7000,0000"
830,MINISTERIO DA DEFESA,"0,0000","6000,0000","6000,0000"
831,COMANDO DO EXERCITO,"20048,9800","20048,9800","35894,8000"
834,INST. NACIONAL DE COLONIZ. E REFORMA AGRARIA,"-10,8500","729,1500","729,1500"
837,COMANDO DO EXERCITO,"0,0000","3966,0000","1503,0000"
838,MINISTERIO DA ECONOMIA,"-30148,0100","3505,5600","1995,9600"
839,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,"43335,2000","42408,9300","42408,9300"
840,SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL,"14161,6100","7606,3600","7606,3600"
841,UNIVERSIDADE FEDERAL DE MINAS GERAIS,"234539,9800","204539,9800","204539,9800"
842,COMANDO DO EXERCITO,"-476,6900","11094,8400","12009,6400"
844,INDUSTRIAS NUCLEARES DO BRASIL S/A,"67300,0000","36400,0000","18200,0000"
845,"INST.FED.DE EDUC.,CIENC.E TEC.DA PARAIBA","113824,8800","15980,0000","15980,0000"
846,FUNDO NACIONAL DE SAUDE,"1575519,4300","183004,6600","194643,4100"
847,COMANDO DO EXERCITO,"22756,2400","17720,3000","17720,3000"
848,FUNDO CONSTITUCIONAL DO DISTRITO FEDERAL-FCDF,"8923267,5400","8846794,9900","8886574,9600"
849,COMANDO DA AERONAUTICA,"99986,9700","12371,0600","12539,0600"
850,SUPERINT. DE DESENV. DO CENTRO-OESTE - SUDECO,"621971,9600","766316,0000","721159,5500"
851,FUNDACAO NACIONAL DE SAUDE,"32500,0000","32500,0000","11115,8200"
852,FUNDO NACIONAL DE SAUDE,"-8749,3600","33463,6300","35890,2700"
853,FUNDACAO UNIVERSIDADE FEDERAL DE OURO PRETO,"47426,9600","48174,3500","48386,9000"
856,MINISTERIO DO TURISMO,"0,0000","12960,0000","24695,2800"
857,SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL,"0,0000","4124,6000","4124,6000"
859,COMPANHIA NACIONAL DE ABASTECIMENTO,"63,3600","63,3600","60,3200"
862,COMANDO DA AERONAUTICA,"-1001155,3800","192084,6000","192084,6000"
863,COMANDO DO EXERCITO,"0,0000","8611,9900","66777,9200"
864,"INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO","-91384,1500","151085,0500","218209,6000"
867,AGENCIA NAC. DE TRANSPORTES TERRESTRES ± ANTT,"206021,0600","292804,8300","292804,8300"
869,COMANDO DO EXERCITO,"0,0000","122,3800","122,3800"
870,EMPRESA BRASIL.DE SERV.HOSPITALARES - EBSERH,"498350,3000","13975,0000","28429,5000"
871,ARQUIVO NACIONAL,"0,0000","0,0000","1977,7500"
873,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,"21029436,5700","34416512,6000","20131781,5200"
875,MINISTERIO DO DESENVOLVIMENTO REGIONAL,"0,0000","12000,0000","12000,0000"
876,MINISTERIO DAS RELACOES EXTERIORES,"1887,9700","1880,4200","1880,4200"
879,MINISTERIO DA DEFESA,"0,0000","1224,7500","1224,7500"
880,COMISSAO NACIONAL DE ENERGIA NUCLEAR - CNEN,"232487,5300","16349,7700","28349,5400"
881,INSTITUTO NACIONAL DO SEGURO SOCIAL,"2196,3200","2779,9800","2779,9800"
882,FUNDO DO EXERCITO,"-3,8800","0,0000","89902,0000"
883,COMANDO DO EXERCITO,"0,0000","498,0000","498,0000"
884,TRIBUNAL SUPERIOR ELEITORAL,"-311653,8400","-167750,4100","-146750,4100"
885,MINISTERIO DA ECONOMIA,"157,1400","157,1400","157,1400"
887,"INST.FED.DE EDUC.,CIENC.E TEC.DO R.DE JANEIRO","-107278,0800","64540,5000","7099,4600"
888,DEPTO.NAC.DE INFRA±ESTRUT.DE TRANSPORTES-DNIT,"100000,0000","287216,4700","287216,4700"
889,FUNDO NACIONAL DE SAUDE,"1697979,9100","1228283,9800","2595572,7200"
890,COMANDO DO EXERCITO,"892725,8300","114387,2900","114387,2900"
893,SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL,"0,0000","3444,3500","3444,3500"
894,FUNDO DO EXERCITO,"43453,3400","103605,5900","103605,5900"
895,FUNDO NAVAL,"0,0000","29344,0000","29344,0000"
896,FUNDACAO UNIVERSIDADE FEDERAL DE VICOSA,"-13950,1500","170571,7300","227091,9300"
898,COMANDO DO EXERCITO,"0,0000","209,0000","209,0000"
899,"INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS","0,0000","64002,8200","56722,8400"
901,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,"0,0000","0,0000","3539,5500"
905,MINISTERIO DAS RELACOES EXTERIORES,"-3248,6700","12412,6700","12412,6700"
906,COMANDO DO EXERCITO,"0,0000","3564,0000","3564,0000"
911,"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES","141233,8200","2735800,4100","2662751,3700"
912,AGENCIA NACIONAL DE TELECOMUNICACOES - ANATEL,"-1300,9600","13801,6400","13801,6400"
